,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz
NP-011-516-715-1F_filt.fastq.gz,0.697818622,0.650403079,0.66261933,0.698773236,0.72431699,0.709360314,0.706043924,0.670276245,0.69026465,0.682928539,0.7199748,0.695031158,0.684723787,0.756258551,0.741073802,0.695892881,0.682387609,0.681593738,0.679831043,0.701962674,0.707455148,0.700308238,0.543861704,0.79392213,0.571059496,0.65652347,0.868780157,0.431333319,0.442952624,0.106024704,0,0.357689434,0.349371549,0.413615626,0.569106724,0.895511005,0.400761383,0.14586489,0.399782438,0.561700071,0.58690506,0.421236729,0.268503529,0.212491024,0.644737506,0.643037769
NP-014-520-715-1F_filt.fastq.gz,0.774078936,0.735313258,0.766602969,0.786252751,0.799723782,0.782137799,0.779494477,0.758476107,0.773299115,0.759179231,0.779804514,0.764632676,0.755876794,0.803239632,0.794876606,0.771321516,0.759154876,0.770950458,0.768253648,0.779969299,0.786325024,0.786781642,0.596044068,0.812036466,0.680235882,0.738260529,0.897156476,0.540890143,0.734950491,0.45708184,0.357689434,0,0.286308353,0.708050752,0.858316675,0.834983011,0.485057951,0.462577835,0.695014395,0.340985813,0.667386895,0.495298329,0.525743822,0.4934704,0.342476542,0.683474473
NP-015-521-715-1F_filt.fastq.gz,0.775696675,0.724773658,0.749841594,0.738742194,0.757198521,0.78549518,0.78274226,0.745840513,0.765137728,0.757212546,0.78229845,0.773137363,0.761904472,0.834238095,0.817301386,0.772977228,0.756973395,0.756950654,0.757517918,0.781204389,0.784856548,0.77828996,0.734343629,0.771259774,0.663110884,0.685634698,0.845771233,0.606041531,0.482162165,0.457688983,0.349371549,0.286308353,0,0.454570677,0.610235629,0.80470823,0.664775808,0.463289356,0.429781854,0.230732394,0.563474855,0.603036547,0.294648593,0.438941485,0.303463726,0.834586726
NP-017-502-715-1F_filt.fastq.gz,0.763075141,0.72640759,0.727326333,0.707592707,0.720713716,0.775483744,0.774646081,0.744140974,0.759981373,0.745408218,0.738784682,0.762074387,0.75760592,0.822710141,0.807588552,0.76793908,0.756376183,0.750408711,0.733201171,0.76162942,0.769731855,0.759705207,0.774255536,0.752582288,0.615500378,0.672825311,0.835522713,0.610066247,0.129152814,0.393037767,0.413615626,0.708050752,0.454570677,0,0.222877067,0.882663552,0.745991941,0.290535443,0.080469965,0.621467611,0.530859998,0.711273816,0.183165144,0.411745494,0.688590802,0.860654662
NP-018-503-715-1F_filt.fastq.gz,0.800037258,0.755793724,0.740912335,0.738780254,0.750681444,0.813293771,0.811277365,0.772981131,0.784895871,0.784024694,0.763340163,0.792282459,0.792410761,0.844800434,0.831646424,0.793014491,0.781985088,0.773148764,0.766925115,0.787275395,0.787088826,0.778589098,0.945004721,0.837177845,0.764497886,0.75994005,0.847839709,0.784396532,0.131316488,0.54897091,0.569106724,0.858316675,0.610235629,0.222877067,0,0.864019342,0.892396561,0.439812858,0.180817986,0.65305269,0.661084438,0.904980354,0.331158452,0.568673369,0.783927758,0.954466836
NP-019-505-715-1F_filt.fastq.gz,0.918091299,0.901991873,0.907709374,0.903259058,0.903324859,0.923235799,0.920126626,0.905093762,0.910029036,0.911796926,0.907497478,0.916870754,0.913297536,0.943395457,0.934240731,0.911164815,0.895681522,0.912415689,0.911408714,0.929306103,0.930390034,0.931851419,0.975888404,0.88585366,0.898940116,0.834017982,0.897451484,0.935247731,0.865685746,0.923611945,0.895511005,0.834983011,0.80470823,0.882663552,0.864019342,0,0.899404007,0.915712492,0.86338927,0.774767664,0.840782187,0.924132922,0.863548422,0.918301598,0.787826614,0.991783463
NP-022-508-715-1F_filt.fastq.gz,0.726510667,0.7527845,0.757489943,0.801895198,0.812032627,0.70253029,0.693148572,0.720854544,0.716292665,0.750484526,0.795520432,0.73424233,0.728618031,0.711506563,0.718339371,0.718749983,0.727273506,0.737494088,0.762661436,0.734846858,0.730727675,0.732813435,0.358474783,0.811255909,0.636918528,0.652388351,0.851741415,0.425293386,0.803963859,0.358863427,0.400761383,0.485057951,0.664775808,0.745991941,0.892396561,0.899404007,0,0.447595293,0.732226085,0.830765171,0.698744187,0.32759766,0.672450391,0.448860994,0.754392548,0.446587901
NP-025-513-716-1F_filt.fastq.gz,0.716541752,0.685040513,0.677025354,0.702103437,0.726727444,0.728601142,0.727878118,0.698509232,0.712688297,0.703120599,0.711454771,0.717541097,0.711689999,0.769047425,0.75512848,0.716133387,0.705394594,0.698517223,0.692616348,0.715669458,0.720683308,0.712457026,0.578468581,0.780168409,0.580332618,0.672242653,0.858390197,0.426351329,0.351215953,0.113676986,0.14586489,0.462577835,0.463289356,0.290535443,0.439812858,0.915712492,0.447595293,0,0.29866637,0.670008802,0.614836964,0.530078725,0.249567692,0.188556887,0.753779227,0.662835653
NP-026-515-716-1F_filt.fastq.gz,0.790693427,0.748177188,0.748727325,0.736195557,0.755910157,0.800590867,0.799970725,0.765376575,0.782527923,0.77205163,0.768215573,0.78755875,0.779118094,0.846922004,0.830051881,0.79040427,0.779219445,0.771882797,0.763980265,0.794962352,0.79863786,0.792327367,0.773307413,0.769216115,0.645671012,0.69993374,0.847052809,0.646236172,0.076442743,0.398758321,0.399782438,0.695014395,0.429781854,0.080469965,0.180817986,0.86338927,0.732226085,0.29866637,0,0.610858159,0.509732455,0.719660719,0.166881827,0.431655638,0.703518725,0.865086892
NP-027-516-716-1F_filt.fastq.gz,0.805520845,0.744032274,0.781211207,0.769313336,0.778119292,0.816484152,0.812259338,0.781245151,0.801778976,0.783914188,0.818194367,0.797610808,0.784694353,0.864021739,0.847501544,0.803098056,0.788204527,0.79042719,0.791347729,0.80585362,0.812943621,0.803923485,0.873817101,0.786753257,0.708905639,0.730726305,0.818914736,0.746163826,0.587751954,0.652573923,0.561700071,0.340985813,0.230732394,0.621467611,0.65305269,0.774767664,0.830765171,0.670008802,0.610858159,0,0.64514246,0.751609472,0.508688163,0.616847986,0.223297008,0.937651225
NP-028-517-716-1F_filt.fastq.gz,0.807207363,0.737302727,0.765583879,0.749069764,0.756840295,0.81596202,0.81532564,0.777432682,0.794554593,0.774675313,0.764274287,0.788500833,0.779203621,0.853643173,0.832396587,0.797962558,0.787229386,0.789909602,0.775106624,0.806882458,0.818196962,0.815910335,0.754585417,0.68597878,0.403929545,0.490254597,0.764280386,0.571713496,0.507247484,0.618941809,0.58690506,0.667386895,0.563474855,0.530859998,0.661084438,0.840782187,0.698744187,0.614836964,0.509732455,0.64514246,0,0.632653633,0.507837376,0.570059976,0.519079034,0.88692764
NP-029-518-716-1F_filt.fastq.gz,0.684135078,0.703118555,0.733467359,0.779413822,0.792768321,0.66399946,0.655760971,0.680074801,0.68473823,0.708708347,0.76942869,0.692719711,0.681078991,0.682944289,0.688397122,0.684314551,0.695862219,0.713588461,0.725950199,0.702132678,0.702466253,0.706439367,0.31355081,0.786095016,0.463785983,0.567729727,0.854558188,0.39212716,0.772414854,0.441259675,0.421236729,0.495298329,0.603036547,0.711273816,0.904980354,0.924132922,0.32759766,0.530078725,0.719660719,0.751609472,0.632653633,0,0.616716065,0.489466465,0.643283074,0.43634214
NP-034-503-718-1F_filt.fastq.gz,0.782483232,0.724369959,0.741221355,0.726066406,0.745168162,0.791891944,0.789238023,0.752776177,0.771556202,0.762797422,0.758533311,0.77846229,0.76843915,0.835905441,0.820263145,0.779871689,0.76385654,0.763966631,0.755149948,0.784348539,0.788910786,0.781981366,0.728467603,0.783398095,0.638258873,0.688081221,0.857650921,0.589890625,0.20979572,0.346822589,0.268503529,0.525743822,0.294648593,0.183165144,0.331158452,0.863548422,0.672450391,0.249567692,0.166881827,0.508688163,0.507837376,0.616716065,0,0.37745742,0.595761433,0.824323064
NP-035-505-718-1F_filt.fastq.gz,0.6747128,0.635178809,0.6403074,0.668978026,0.686451196,0.689477898,0.687054235,0.654156088,0.671805823,0.663164352,0.684736382,0.671249222,0.6625933,0.735094786,0.720251768,0.672958533,0.661929255,0.656443505,0.656881801,0.670374309,0.678316838,0.668011427,0.581037773,0.757723016,0.41609647,0.593273686,0.810212226,0.268991828,0.486196616,0.155054599,0.212491024,0.4934704,0.438941485,0.411745494,0.568673369,0.918301598,0.448860994,0.188556887,0.431655638,0.616847986,0.570059976,0.489466465,0.37745742,0,0.651088092,0.672940972
NP-036-506-718-1F_filt.fastq.gz,0.779913065,0.71640094,0.769876051,0.762655543,0.756848097,0.790286271,0.787673152,0.757652766,0.777149403,0.758349753,0.787283505,0.7632941,0.753714798,0.835423072,0.81580116,0.777567511,0.763122317,0.777742337,0.770047791,0.7824052,0.796098796,0.792470127,0.82816819,0.72871099,0.536318967,0.579227751,0.763655771,0.627011028,0.699218903,0.725477885,0.644737506,0.342476542,0.303463726,0.688590802,0.783927758,0.787826614,0.754392548,0.753779227,0.703518725,0.223297008,0.519079034,0.643283074,0.595761433,0.651088092,0,0.917384263
NP-037-507-718-1F_filt.fastq.gz,0.795201234,0.830268458,0.825774274,0.866862256,0.876190143,0.771731965,0.769060437,0.801343615,0.795272381,0.821421438,0.856044737,0.800714572,0.800498893,0.759962473,0.774650048,0.792567906,0.810948928,0.807221827,0.826877783,0.788755078,0.785153779,0.78556549,0.119399003,0.899090958,0.798082672,0.868895267,0.966710762,0.642386233,0.904156486,0.60744415,0.643037769,0.683474473,0.834586726,0.860654662,0.954466836,0.991783463,0.446587901,0.662835653,0.865086892,0.937651225,0.88692764,0.43634214,0.824323064,0.672940972,0.917384263,0
